Technischer Schlüssel;Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name des Planungsraumes
00008100_001c6756;00008100:001c6756;040131;Treptow-Köpenick;Johannisthal;Grünanlage;Sterndamm 60-62/ Ecke Ellernweg Jo GA;-;-;-;1640,00;gewidmet;09100407;Johannisthal West
00008100_00273994;00008100:00273994;050051;Treptow-Köpenick;Niederschöneweide;Grünanlage;Obrikatstraße Nie GA;vorher Schnellerstraße 136 Nie GA;-;-;5378,00;gewidmet;09200613;Bahnhof Schöneweide
00008100_001c6ba7;00008100:001c6ba7;040041;Treptow-Köpenick;Johannisthal;Grünanlage;Ehem. Flugfeld/ Naturerlebnisraum Jo GA;"""Felsen"" auf Sand";-;-;15665,70;-;09100409;Landschaftspark Adlershof
00008100_001c6a01;00008100:001c6a01;110091;Treptow-Köpenick;Friedrichshagen;Grünanlage;Müggelseedamm/ Kalkseestraße Fr GA;(6a/9-3), Seeterassen;-;-;2778,00;gewidmet;09501737;Alt-Friedrichshagen
00008100_002827c8;00008100:002827c8;040211;Treptow-Köpenick;Johannisthal;Grünanlage;Groß-Berliner Damm Gleislinse Jo GA;von S-Bhf.-Schöneweide nach S-Bhf.-Adlershof;2019;-;31117,00;künftige Widmung;09100409;Landschaftspark Adlershof
00008100_000a32ea;00008100:000a32ea;01077;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Saatwinkler Damm - Grünanlage;ggb. Haus-Nr. 9-13;-;-;1252,00;gewidmet;04100101;Jungfernheide/Plötzensee
00008100_001c64a9;00008100:001c64a9;070021;Treptow-Köpenick;Adlershof;Grünanlage;Newtonstraße/ Aerodynamischer Park Ahof GA;-;-;-;5881,00;gewidmet;09200715;Wista
00008100_001c6bc5;00008100:001c6bc5;090191;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 250-270/ Uferweg Ob GA;Mellowpark;-;-;11261,00;gewidmet;09501939;Bahnhofstraße
00008100_002ad29a;00008100:002ad29a;090201;Treptow-Köpenick;Oberschöneweide;Grünanlage;Treskowallee 175-211/ Weg und Bäume Ob GA;Radweg;-;-;16554,70;gewidmet;09200512;Wuhlheide
00008100_001c6a13;00008100:001c6a13;130021;Treptow-Köpenick;Grünau;Grünanlage;Don-Ugoletti-Platz/ Kochelseestraße Gr GA;Kochelseestraße-Walchenseestraße-Regattastraße 110;-;-;9819,00;gewidmet;09301126;Grünau
00008100_001c675b;00008100:001c675b;040011;Treptow-Köpenick;Johannisthal;Grünanlage;Am Alten Fenn/ Verbindung Jo GA;Königsheideweg u. Südostallee;-;-;849,00;gewidmet;09100407;Johannisthal West
00008100_001c6a3e;00008100:001c6a3e;090031;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ Volkspark Ob GA;Volkspark Wuhlheide;-;-;296767,10;gewidmet;09200512;Wuhlheide
00008100_001c657c;00008100:001c657c;120031;Treptow-Köpenick;Rahnsdorf;Grünanlage;Fürstenwalder Allee 137/ Grünheider Weg Ra GA;"NSG ""Schulfeld""/Wolterdorfer Dünenzug";-;-;53042,00;-;09501838;Rahnsdorf
00008100_001c6a36;00008100:001c6a36;100101;Treptow-Köpenick;Köpenick;Grünanlage;Am Ernst-Grube-Park Köp GA;Ernst-Grube-Straße;1997;-;21506,50;gewidmet;09200818;Spindlersfeld
00008100_001c6a23;00008100:001c6a23;100331;Treptow-Köpenick;Köpenick;Grünanlage;Müggelheimer Damm/ Salvador-Allende-Straße Köp GA;Volkspark;2005;2010;59485,00;gewidmet;09401433;Allende II
00008100_0014bc2d;00008100:0014bc2d;138400;Mitte;Mitte;Grünanlage;Spreekanalpromenade Fischerinsel 9 - 10;Uferweg;-;-;899,00;gewidmet;01100312;Heine-Viertel West
00008100_001c695f;00008100:001c695f;100051;Treptow-Köpenick;Köpenick;Grünanlage;Am Bahndamm/ Wuhlegrünzug Köp GA;von Am Bahndamm bis Mozartstraße/ Zum Wuhleblick mit Radweg;2005;-;14549,50;gewidmet;09502043;Dammheide
00008100_0014bdab;00008100:0014bdab;338800;Mitte;Gesundbrunnen;Grünanlage;Ackerstr. 58-60 / Hussitenstr. 62;Grün am Jugendfreizeitheim;-;-;1409,70;gewidmet;01300835;Humboldthain Süd
00008100_001c6750;00008100:001c6750;040111;Treptow-Köpenick;Johannisthal;Grünanlage;Springbornstraße 144-154, 156/ Grünzug Jo GA;Grüner Anger;-;-;15131,20;gewidmet;09100407;Johannisthal West
00008100_000a3148;00008100:000a3148;00012;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Prager Platz - Grünanlage;Platzmitte;1904;1986;1990,00;gewidmet;04501152;Prager Platz
00008100_000a3167;00008100:000a3167;00009;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Nürnberger Platz - Grünanlage;-;1870;2019;1456,00;gewidmet;04501045;Schaperstraße
00008100_000a331a;00008100:000a331a;01208;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Goethestr. 12 - Grünanlage;Verlängerte Grolmanstr.;2011;-;576,00;gewidmet;04300624;Savignyplatz
00008100_0014b9d5;00008100:0014b9d5;204110;Mitte;Moabit;Grünanlage;Quitzowstr. / Ellen-Epstein-Str.;Deportationsweg, Gedenkort Güterbahnhof Moabit;2011;-;1173,00;entwidmet;01200517;Huttenkiez
00008100_001c6708;00008100:001c6708;060241;Treptow-Köpenick;Altglienicke;Grünanlage;Rudower Straße am Kiessee Ag GA;-;-;-;15993,00;gewidmet;09300920;Dorf Altglienicke
00008100_000a2ff5;00008100:000a2ff5;00134;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Ruhwaldweg 2 - Grünanlage zur Spree;nördl. S-Bhf Siemensstadt-Fürstenbrunn;-;-;1905,00;gewidmet;04200308;Branitzer Platz
00008100_0014bd8b;00008100:0014bd8b;149500;Mitte;Mitte;Grünanlage;Elisabethkirchstr. 20;-;-;-;1454,00;gewidmet;01100415;Invalidenstraße
00008100_00231787;00008100:00231787;010121;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Treptower Park - Rosengarten AT GA;Wasserfontänen im PO 012010;-;-;18285,00;gewidmet;09100101;Alt-Treptow
00008100_0026f433;00008100:0026f433;090181;Treptow-Köpenick;Oberschöneweide;Grünanlage;Am Bahnhof Wuhlheide Ob GA;-;-;-;3408,00;gewidmet;09200512;Wuhlheide
00008100_001c6a39;00008100:001c6a39;100151;Treptow-Köpenick;Köpenick;Grünanlage;Friedrichshagener Straße/ Bellevuepark Köp GA;-;2005;-;92525,20;gewidmet;09501941;Friedrichshagener Straße
00008100_0014b81d;00008100:0014b81d;316110;Mitte;Wedding;Grünanlage;Belfaster Str. / Cambridger Str.;Grünzug;-;-;4904,00;gewidmet;01400941;Londoner Straße
00008100_001c6b86;00008100:001c6b86;070091;Treptow-Köpenick;Adlershof;Grünanlage;Karl-Ziegler-Straße/ Hermann-Dorner-Allee Ahof GA;Grünzug  Auf dem Oktogon (südwest) Fußgängerzone;-;-;11395,00;gewidmet;09200715;Wista
00008100_001c6bb4;00008100:001c6bb4;040181;Treptow-Köpenick;Johannisthal;Grünanlage;Winckelmannplatz Jo GA;-;-;-;3510,00;gewidmet;09100408;Johannisthal Ost
00008100_000a30ec;00008100:000a30ec;00038;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Delbrückstr. 02 - Grünanlage;Herthasee - Uferanlage;-;-;1141,00;gewidmet;04400726;Bismarckallee
00008100_0022088a;00008100:0022088a;00513-2;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Spandauer Damm 168a - Grünanlage;ehem. Spielplatz;-;-;2416,00;gewidmet;04200308;Branitzer Platz
00008100_000a30d1;00008100:000a30d1;00044;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Wallotstr. 17a/19 / Erbacher Str. 7 - GA;-;-;-;2078,00;gewidmet;04400726;Bismarckallee
00008100_000a3034;00008100:000a3034;00265;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Friedrich-Olbricht-Damm/Kol. Heideschl - GA;nördlicher Randstreifen an der BAB;-;-;5277,00;gewidmet;04100101;Jungfernheide/Plötzensee
00008100_00146e41;00008100:00146e41;50048;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Skalitzer Str. 108;Çetin-Mert-Park;-;2024;1570,00;gewidmet;02300315;Lausitzer Platz
00008100_001c69a9;00008100:001c69a9;110071;Treptow-Köpenick;Friedrichshagen;Grünanlage;Grünfließer Gang/ LSG Erpetal Fr GA;LSG;-;-;51033,00;-;09501736;Hirschgarten
00008100_00146da0;00008100:00146da0;60761;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Schleiermacherstr./ Baerwaldstr.;Durchgang;2005;-;1415,00;gewidmet;02200210;Urbanstraße
00008100_00146cde;00008100:00146cde;61204;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Simplonstr. 58-62;Revaler Str.;-;-;779,00;gewidmet;02500834;Revaler Straße
00008100_001c6b8e;00008100:001c6b8e;050071;Treptow-Köpenick;Niederschöneweide;Grünanlage;Köpenicker Landstraße/ Minna-Todenhagen-Straße Nie GA;alt: Köpenicker Landstraße 297/ Marggraffbrücke Ba GA;-;-;14230,00;gewidmet;09200613;Bahnhof Schöneweide
00008100_001c6a26;00008100:001c6a26;100481;Treptow-Köpenick;Köpenick;Grünanlage;Wendenschloßstraße 35/ vor dem Seniorenheim Köp GA;(6b/7-9);-;-;1632,00;gewidmet;09401431;Allende I
00008100_001c63de;00008100:001c63de;090051;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ FEZ südlich Eichgestell Ob GA;südlich des Eichgestells;-;-;131657,50;gewidmet;09200512;Wuhlheide
00008100_001c66fc;00008100:001c66fc;060271;Treptow-Köpenick;Altglienicke;Grünanlage;Schönefelder Chaussee/ Promenade Ag GA;mit Hochbeeten und Wasserüberlaufbecken/Kaskad.;-;-;19547,00;gewidmet;09300922;Kosmos Viertel
00008100_001c6860;00008100:001c6860;010071;Treptow-Köpenick;Alt-Treptow;Grünanlage;Martin-Hoffmann-Straße/ Grünes Dreieck AT GA;inkl. Verbindungssteg unter der Elsenbrücke;-;-;7898,00;gewidmet;09100101;Alt-Treptow
00008100_001c68ac;00008100:001c68ac;090111;Treptow-Köpenick;Oberschöneweide;Grünanlage;Treskowallee 175-211/ GUS Ob GA;GUS-Flächen;-;-;196163,90;gewidmet;09200512;Wuhlheide
00008100_001c6555;00008100:001c6555;100431;Treptow-Köpenick;Köpenick;Grünanlage;Spindlersfelder Straße/ Glienicker Straße Köp GA;zw. Ottomar-Geschke und Glienicker Straße  (Drachenwiese);-;-;28179,00;gewidmet;09200819;Köllnische Vorstadt
00008100_001c64a4;00008100:001c64a4;070051;Treptow-Köpenick;Adlershof;Grünanlage;Volmerstraße/ Wilhelm-Ostwald-Straße Ahof GA;Robinienwäldchen 1 und 2;-;-;15277,00;gewidmet;09200715;Wista
00008100_00220ebd;00008100:00220ebd;040141;Treptow-Köpenick;Johannisthal;Grünanlage;Sterndamm neben 241 Jo GA;-;-;-;9409,00;gewidmet;09100408;Johannisthal Ost
00008100_001c6707;00008100:001c6707;060161;Treptow-Köpenick;Altglienicke;Grünanlage;Mohnweg/ Mittelweg Schmuckplatz Ag GA;-;-;-;1360,00;gewidmet;09300923;Kölner Viertel
00008100_001c6865;00008100:001c6865;010061;Treptow-Köpenick;Alt-Treptow;Grünanlage;Martin-Hoffmann-Straße/ Durchwegung AT GA;-;-;-;4619,00;gewidmet;09100101;Alt-Treptow
00008100_001c6702;00008100:001c6702;060121;Treptow-Köpenick;Altglienicke;Grünanlage;Lehmusstraße/ am Lärmschutzwall Ag GA;-;-;-;4941,00;gewidmet;09300923;Kölner Viertel
00008100_001c6519;00008100:001c6519;060101;Treptow-Köpenick;Altglienicke;Grünanlage;Kirschweg Ag GA;Am Reichsbahnaußenring;-;-;7110,00;gewidmet;09300923;Kölner Viertel
00008100_00238307;00008100:00238307;010151;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Treptower Park - Staudengarten AT GA;(Lichtungsgarten);-;-;4365,00;gewidmet;09100101;Alt-Treptow
00008100_001c6500;00008100:001c6500;040071;Treptow-Köpenick;Johannisthal;Grünanlage;Groß-Berliner Damm/ Landschaftspark Jo GA;LSG ehem.Flugfeld Johannisthal Teil1.1;-;-;308034,30;-;09100409;Landschaftspark Adlershof
00008100_0016cfd7;00008100:0016cfd7;70611;Pankow;Prenzlauer Berg;Grünanlage;Senefelderplatz;-;-;-;1610,00;gewidmet;03701556;Kollwitzplatz
00008100_001c6a29;00008100:001c6a29;100221;Treptow-Köpenick;Köpenick;Grünanlage;Landjägerstraße/ Amtswäldchen Köp GA;-;-;-;8316,10;gewidmet;09401534;Altstadt Köpenick
00008100_0016cde4;00008100:0016cde4;00060;Pankow;Pankow;Grünanlage;Susanne-und-Kurt-Crohn-Platz;Wisbyer Platz;-;-;4883,00;gewidmet;03400827;Trelleborger Viertel
00008100_0016cec7;00008100:0016cec7;70189;Pankow;Weißensee;Grünanlage;Gounodstr. neben 78, ggü. 71;-;-;-;1408,00;gewidmet;03500936;Komponistenviertel Weißensee
00008100_0016d123;00008100:0016d123;00802;Pankow;Französisch Buchholz;Grünanlage;Schweizer Tal - Grünzug;-;-;-;3532,00;gewidmet;03200310;Krugpfuhl
00008100_0016d12d;00008100:0016d12d;00803;Pankow;Französisch Buchholz;Grünanlage;Arnouxstr.;-;-;-;1329,00;gewidmet;03200310;Krugpfuhl
00008100_0016d421;00008100:0016d421;70872;Pankow;Prenzlauer Berg;Grünanlage;Syringenweg ggü. 7;Randgrün Spielplatz;-;-;392,00;gewidmet;03601450;Volkspark Prenzlauer Berg
00008100_001c66fd;00008100:001c66fd;060111;Treptow-Köpenick;Altglienicke;Grünanlage;Lehmusstraße/ Altglienicker Aue Ag GA;-;-;-;21538,00;gewidmet;09300923;Kölner Viertel
00008100_001c6a14;00008100:001c6a14;130061;Treptow-Köpenick;Grünau;Grünanlage;Schlierseestraße/ Uferpark Gr GA;-;-;-;20909,10;gewidmet;09301126;Grünau
00008100_001c6777;00008100:001c6777;030071;Treptow-Köpenick;Baumschulenweg;Grünanlage;Köpenicker Landstraße/ Rodelbergweg Ba GA;-;2002;2020;22118,00;gewidmet;09100305;Baumschulenweg Ost
00008100_001c685e;00008100:001c685e;010051;Treptow-Köpenick;Alt-Treptow;Grünanlage;Lohmühlenstraße/ Lohmühlenufer AT GA;-;-;-;10465,00;gewidmet;09100101;Alt-Treptow
00008100_001c64df;00008100:001c64df;060251;Treptow-Köpenick;Altglienicke;Grünanlage;Schönefelder Chaussee/ Landschaftspark Rudow-Altglienicke Ag NA;Fläche der Autobahn GmbH des Bundes;-;-;424691,00;-;09300920;Dorf Altglienicke
00008100_002434b7;00008100:002434b7;110181;Treptow-Köpenick;Friedrichshagen;Grünanlage;Dahlwitzer Landstraße/ Hinter dem Kurpark II Fr GA;waldähnlicher Teil - Gartendenkmal;-;-;59445,00;gewidmet;09501736;Hirschgarten
00008100_001c6a17;00008100:001c6a17;150041;Treptow-Köpenick;Schmöckwitz;Grünanlage;Vetschauer Allee/ Dorfanger Sch GA;Karolinenhofweg/ Rehfeldtstraße;-;-;5551,00;gewidmet;09301227;Karolinenhof
00008100_0016d237;00008100:0016d237;00902;Pankow;Französisch Buchholz;Grünanlage;Bucher Str. nördl. I;zw. Eisenbahntrasse und BAB 114;-;-;51213,00;künftige Widmung;03100101;Bucher Forst
00008100_0016d0b7;00008100:0016d0b7;00765;Pankow;Blankenfelde;Grünanlage;Am Tegeler Fließ;NSG Niedermoorwiesen;-;-;8629,00;-;03200204;Blankenfelde
00008100_001c64ce;00008100:001c64ce;080051;Treptow-Köpenick;Bohnsdorf;Grünanlage;Höhensteig/ Grünzug Falkenberg Bo GA;alle Bauabschnitte Grünzug Falkenberg zusammen;2008;-;38518,40;gewidmet;09301024;Falkenberg
00008100_001c6a24;00008100:001c6a24;140021;Treptow-Köpenick;Müggelheim;Grünanlage;Odernheimer Straße 13 Mü GA;Biotop;-;-;37827,00;gewidmet;09401635;Müggelheim
00008100_001c6a2c;00008100:001c6a2c;100351;Treptow-Köpenick;Köpenick;Grünanlage;Müggelheimer Straße/ Schloßinsel Köp GA;(6a/3-13);2005;-;15724,00;gewidmet;09401534;Altstadt Köpenick
00008100_001c685f;00008100:001c685f;010041;Treptow-Köpenick;Alt-Treptow;Grünanlage;Lohmühlenstraße/ Görlitzer Bahndamm AT GA;Sonderfall, angemietet von der Bahn;-;-;22298,00;-;09100101;Alt-Treptow
00008100_001c677d;00008100:001c677d;020061;Treptow-Köpenick;Plänterwald;Grünanlage;Willi-Sänger-Straße Pl GA;-;-;-;11073,00;gewidmet;09100203;Plänterwald Ost
00008100_0016cfea;00008100:0016cfea;70565;Pankow;Prenzlauer Berg;Grünanlage;Prenzlauer Allee/ Danziger Str.;Springbrunnen Schirmkinder;-;-;950,00;gewidmet;03701657;Thälmannpark
00008100_0016cdae;00008100:0016cdae;00433;Pankow;Buch;Grünanlage;Walter-Friedrich-Str. vor 39-57;-;-;-;356,20;gewidmet;03100103;Karower Chaussee
00008100_001c6a2d;00008100:001c6a2d;100211;Treptow-Köpenick;Köpenick;Grünanlage;Kirchstraße/ Laurentiuskirchplatz Köp GA;Sonderfall  zur Pflege, Vertrag Stadt und Kirche;-;-;2291,00;-;09401534;Altstadt Köpenick
00008100_001c66fb;00008100:001c66fb;060051;Treptow-Köpenick;Altglienicke;Grünanlage;Chorweiler Straße/ Coloniapark Ag GA;-;-;-;60568,80;gewidmet;09300923;Kölner Viertel
00008100_0020687b;00008100:0020687b;090101;Treptow-Köpenick;Oberschöneweide;Grünanlage;Slabystraße 4/ Bürgerwiese Ob GA; ; ; ;6247,90;gewidmet;09200512;Wuhlheide
00008100_001c6785;00008100:001c6785;030091;Treptow-Köpenick;Baumschulenweg;Grünanlage;Köpenicker Landstraße neben 221/ Lakegrund Ba GA;-;-;-;5708,20;gewidmet;09100305;Baumschulenweg Ost
00008100_002a9831;00008100:002a9831;00657;Pankow;Niederschönhausen;Grünanlage;westl. Zingergraben;-;-;-;782,00;-;03400619;Wilhelmsruh
00008100_001c6862;00008100:001c6862;010091;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Schlesischer Busch AT GA;-;-;-;58966,00;gewidmet;09100101;Alt-Treptow
00008100_001c6864;00008100:001c6864;010111;Treptow-Köpenick;Alt-Treptow;Grünanlage;Wildenbruchstraße/ Wildenbruchpark AT GA;-;-;-;10066,30;gewidmet;09100101;Alt-Treptow
00008100_001c648e;00008100:001c648e;030061;Treptow-Köpenick;Baumschulenweg;Grünanlage;Kiefholzstraße v.Nr. 148-149a Ba GA;-;-;-;2813,00;gewidmet;09100304;Baumschulenweg West
00008100_001c670b;00008100:001c670b;060321;Treptow-Köpenick;Altglienicke;Grünanlage;Widosteig/ Doktorpark Ag GA;Salierstr., Bohnsdorfer Weg;-;-;20064,00;gewidmet;09300920;Dorf Altglienicke
00008100_001c6a35;00008100:001c6a35;100071;Treptow-Köpenick;Köpenick;Grünanlage;Bahnhofstraße/ Maria-Jankowski-Park Köp GA;ehem. Veteranenplatz;-;-;9815,80;gewidmet;09501939;Bahnhofstraße
00008100_001c64fd;00008100:001c64fd;120051;Treptow-Köpenick;Rahnsdorf;Grünanlage;Kolpiner Weg/ NSG Schonungsberg Ra GA;-;-;-;7566,00;-;09501838;Rahnsdorf
00008100_00146bf5;00008100:00146bf5;60116;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Platz der Vereinten Nationen vor 27-32;Tannenwald;-;-;4831,00;gewidmet;02400520;Barnimkiez
00008100_00238306;00008100:00238306;010141;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Treptower Park - Sommerblumengarten AT GA;-;-;-;6730,00;gewidmet;09100101;Alt-Treptow
00008100_001c68a7;00008100:001c68a7;100441;Treptow-Köpenick;Köpenick;Grünanlage;Strandschloßweg Köp GA;-;-;-;5453,90;gewidmet;09401433;Allende II
00008100_001c6569;00008100:001c6569;080061;Treptow-Köpenick;Bohnsdorf;Grünanlage;Kirchsteig 98 Bo GA;ehemal. ZV-Gelände;-;-;35362,90;gewidmet;09301024;Falkenberg
00008100_001c651f;00008100:001c651f;060261;Treptow-Köpenick;Altglienicke;Grünanlage;Schönefelder Chaussee Ag GA;Sonderfall ehem. Friehofserweiterungsfll.;-;-;8451,00;gewidmet;09300920;Dorf Altglienicke
00008100_001c6739;00008100:001c6739;050031;Treptow-Köpenick;Niederschöneweide;Grünanlage;Köllnische Straße 34-35a Nie GA;an der Rudower Str.;-;-;11047,70;gewidmet;09200613;Bahnhof Schöneweide
00008100_001c670d;00008100:001c670d;060081;Treptow-Köpenick;Altglienicke;Grünanlage;Kasperstraße Ag GA;-;-;-;4749,00;gewidmet;09300920;Dorf Altglienicke
00008100_001c6a10;00008100:001c6a10;130011;Treptow-Köpenick;Grünau;Grünanlage;Kochelseestraße/ ehemaliger Friedhof Gr GA;Walchensee-,Kochel-,Ammerseestr.;-;-;5671,30;gewidmet;09301126;Grünau
00008100_001c69b1;00008100:001c69b1;090021;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ FEZ nördlich Eichgestell Ob GA;FEZ- An den Finnenhütten;-;-;31899,90;gewidmet;09200512;Wuhlheide
00008100_001c6754;00008100:001c6754;040031;Treptow-Köpenick;Johannisthal;Grünanlage;Breiter Weg Jo GA;zw.Staudenweg u.Südostallee;-;-;4697,90;gewidmet;09100407;Johannisthal West
00008100_001c6735;00008100:001c6735;050021;Treptow-Köpenick;Niederschöneweide;Grünanlage;Hasselwerderstraße/ Hasselwerder Park Nie GA;-;-;-;13074,00;gewidmet;09200613;Bahnhof Schöneweide
00008100_001c63e0;00008100:001c63e0;050041;Treptow-Köpenick;Niederschöneweide;Grünanlage;Moosstraße/ Hartriegelstraße Nie GA;Durchgangsweg;-;-;5433,00;gewidmet;09200614;Oberspree
00008100_001c649b;00008100:001c649b;100131;Treptow-Köpenick;Köpenick;Grünanlage;Ernst-Grube-Straße zw. 35 und 39 Köp GA;-;-;-;3152,00;gewidmet;09200818;Spindlersfeld
00008100_0016cdc0;00008100:0016cdc0;00233;Pankow;Niederschönhausen;Grünanlage;Dietzgenstr. 101/ Schönhauser Str.;Nordenddreieck;-;-;5608,00;gewidmet;03200205;Uhlandstraße
00008100_0016ce9f;00008100:0016ce9f;70172;Pankow;Weißensee;Grünanlage;Brodenbacher Weg 31 Grünanlage;Liebermannstr./ Piesporter Str.;-;-;3636,00;gewidmet;03501037;Rathaus Weißensee
00008100_001c69ff;00008100:001c69ff;110081;Treptow-Köpenick;Friedrichshagen;Grünanlage;Josef-Nawrocki-Straße 24/ Müggelpark Fr GA;(6a/9-2);1997;-;13358,00;gewidmet;09501737;Alt-Friedrichshagen
00008100_001c64c3;00008100:001c64c3;110141;Treptow-Köpenick;Friedrichshagen;Grünanlage;Werlseestraße/ Julius-Hart-Straße Fr GA;-;-;-;7616,00;gewidmet;09501737;Alt-Friedrichshagen
00008100_001c6755;00008100:001c6755;040061;Treptow-Köpenick;Johannisthal;Grünanlage;Johannisthaler Park/ Engelhardstraße Jo GA;-;-;2023;28264,00;gewidmet;09100408;Johannisthal Ost
00008100_001c69fe;00008100:001c69fe;110011;Treptow-Köpenick;Friedrichshagen;Grünanlage;Am Goldmannpark Fr GA;-;-;-;10056,00;gewidmet;09501737;Alt-Friedrichshagen
00008100_001c66ac;00008100:001c66ac;060031;Treptow-Köpenick;Altglienicke;Grünanlage;Braunellensteig Ag GA;-;-;-;3328,00;gewidmet;09300920;Dorf Altglienicke
00008100_001c6759;00008100:001c6759;040051;Treptow-Köpenick;Johannisthal;Grünanlage;Ellernweg 29-39/ Königsheideweg Jo GA;-;-;-;4752,70;gewidmet;09100407;Johannisthal West
00008100_0016d374;00008100:0016d374;70842;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr./ Michelangelostr.;Hanns-Eisler-Str. 93;-;-;26087,00;gewidmet;03601449;Michelangelostraße
00008100_0016d376;00008100:0016d376;70836;Pankow;Prenzlauer Berg;Grünanlage;Ostseeplatz;-;-;-;9556,00;gewidmet;03601245;Ostseestraße
00008100_0016d164;00008100:0016d164;70826;Pankow;Prenzlauer Berg;Grünanlage;Thomas-Mann-Str.  neben Nr. 35;bis ggü. Nr. 59;-;-;3699,00;gewidmet;03601449;Michelangelostraße
00008100_0016cfcc;00008100:0016cfcc;70561;Pankow;Prenzlauer Berg;Grünanlage;Preußstr. neben 5, 6, 7;Lisztplatz;-;-;1595,00;gewidmet;03601245;Ostseestraße
00008100_001c655e;00008100:001c655e;060331;Treptow-Köpenick;Altglienicke;Grünanlage;Zum Alten Windmühlenberg 13 Ag GA;Hangkantenpark;-;-;15064,00;gewidmet;09300920;Dorf Altglienicke
00008100_0016ce61;00008100:0016ce61;70166;Pankow;Karow;Grünanlage;Blankenburger Chaussee hinter 10 und 13;Am Upstallgraben IV;-;-;305,00;gewidmet;03300412;Karow Bahnhof
00008100_0016ce22;00008100:0016ce22;70120;Pankow;Karow;Grünanlage;Amselstr.;"GLB ""Wiesen am Rübländer Graben""";-;-;3149,00;gewidmet;03300412;Karow Bahnhof
